pokedex_id,pokemon_name,form,move_name,learn_method,species,display_order
328,Trapinch,,Bulldoze,8,,1
328,Trapinch,,Rock Slide,15,,2
328,Trapinch,,Dig,19,,3
328,Trapinch,,Crunch,22,Trapinch,4
328,Trapinch,,Screech,22,Vibrava,5
328,Trapinch,,Steel Wing,TM,,6
328,Trapinch,,Bug Buzz,29,,7
328,Trapinch,,Earthquake,33/TM,,8
328,Trapinch,,Dragon Claw,Evo.,,9
328,Trapinch,,Dragon Dance,MR,,10
328,Trapinch,,Bug Buzz,TM,,11
328,Trapinch,,Dual Wingbeat,TM,,12
328,Trapinch,,Fire Punch,TM,,13
328,Trapinch,,Flamethrower,TM,,14
328,Trapinch,,Giga Drain,TM,,15
328,Trapinch,,Thunder Punch,TM,,16
328,Trapinch,,Bug Bite,Egg,,17
252,Treecko,,Mega Drain,13,,1
252,Treecko,,Leech Seed,15,,2
252,Treecko,,Giga Drain,25,,3
252,Treecko,,Leaf Blade,23,,4
252,Treecko,,Hone Claws,TM,,5
252,Treecko,,Dual Chop,36,,6
252,Treecko,,Detect,39,,7
252,Treecko,,X-Scissor,45/TM,,8
252,Treecko,,Leaf Storm,MR!,,9
252,Treecko,,Screech,MR!,,10
252,Treecko,,Dragon Pulse,TM,,11
252,Treecko,,Rock Slide,TM,,12
252,Treecko,,Grass Whistle,Egg,,13
568,Trubbish,,Toxic Spikes,7,,1
568,Trubbish,,Sludge,18,,2
568,Trubbish,,Stockpile,23,,3
568,Trubbish,,Sludge Bomb,29,,4
568,Trubbish,,Explosion,MR,,5
568,Trubbish,,Body Press,TM,,6
568,Trubbish,,Thunderbolt,TM,,7
568,Trubbish,,Giga Drain,TM,,8
568,Trubbish,,Poison Jab,TM,,9
568,Trubbish,,Self-Destruct,Egg,,10
387,Turtwig,,Razor Leaf,13,,1
387,Turtwig,,Curse,17,,2
387,Turtwig,,Leech Seed,32,,3
387,Turtwig,,Earthquake,32,,4
387,Turtwig,,Wood Hammer,MR,,5
387,Turtwig,,Crunch,45/TM,,6
387,Turtwig,,Leaf Storm,57,,7
387,Turtwig,,Body Press,TM,,8
387,Turtwig,,Rock Slide,TM,,9
387,Turtwig,,Zen Headbutt,TM,,10
387,Turtwig,,Growth,Egg,,11
535,Tympole,,Bubble Beam,12,,1
535,Tympole,,Mud Shot,16,,2
535,Tympole,,Muddy Water,28,,3
535,Tympole,,Surf,HM,,4
535,Tympole,,Drain Punch,44,,5
535,Tympole,,Hydro Pump,53,,6
535,Tympole,,Brick Break,TM,,7
535,Tympole,,Earthquake,TM,,8
535,Tympole,,Ice Punch,TM,,9
535,Tympole,,Poison Jab,TM,,10
535,Tympole,,Sludge Bomb,TM,,11
535,Tympole,,Rock Slide,TM,,12
535,Tympole,,Earth Power,Egg,,13
602,Tynamo,,Spark,1,,1
602,Tynamo,,Charge Beam,1,,2
602,Tynamo,,Crunch,Evo.,,3
602,Tynamo,,Discharge,29,,4
602,Tynamo,,Hone Claws,TM,,5
602,Tynamo,,Thunder,TM,,6
602,Tynamo,,Thunderbolt,44/TM,,7
602,Tynamo,,Coil,54,,8
602,Tynamo,,Waterfall,HM,,9
602,Tynamo,,Brick Break,TM,,10
602,Tynamo,,Dragon Claw,TM,,11
602,Tynamo,,Dragon Pulse,TM,,12
602,Tynamo,,Fire Punch,TM,,13
602,Tynamo,,Flamethrower,TM,,14
602,Tynamo,,Giga Drain,TM,,15
602,Tynamo,,Iron Tail,TM,,16
602,Tynamo,,Rock Slide,TM,,17
602,Tynamo,,Thunder,TM,,18
602,Tynamo,,Zen Headbutt,TM,,19
236,Tyrogue,,Fake Out,1,,1
236,Tyrogue,,High Jump Kick,29,Hitmonlee,2
236,Tyrogue,,Brick Break,TM/MR*,Hitmonlee,3
236,Tyrogue,,Blaze Kick,45,Hitmonlee,4
236,Tyrogue,,Drain Punch,Evo.,Hitmonchan,5
236,Tyrogue,,Vacuum Wave,26,Hitmonchan,6
236,Tyrogue,,Bullet Punch,MR,Hitmonchan,7
236,Tyrogue,,Rolling Kick,20,Hitmontop,8
236,Tyrogue,,Dig,32/TM,Hitmontop,9
236,Tyrogue,,Bulk Up,TM,,10
236,Tyrogue,,Close Combat,56,,11
236,Tyrogue,,Fire Punch,36/TM,Hitmonchan,12
236,Tyrogue,,Fire Punch,TM,Hitmonlee,13
236,Tyrogue,,Ice Punch,36/TM,Hitmonchan,14
236,Tyrogue,,Ice Punch,TM,Hitmonlee,15
236,Tyrogue,,Poison Jab,TM,Hitmonchan,16
236,Tyrogue,,Poison Jab,TM,Hitmonlee,17
236,Tyrogue,,Rock Slide,TM,,18
236,Tyrogue,,Thunder Punch,36/TM,Hitmonchan,19
236,Tyrogue,,Thunder Punch,TM,Hitmonlee,20
236,Tyrogue,,Bullet Punch,Egg,,21
696,Tyrunt,,Rock Throw,8,,1
696,Tyrunt,,Stealth Rock,15,,2
696,Tyrunt,,Bite,17,,3
696,Tyrunt,,Charm,20,,4
696,Tyrunt,,Crunch,34/TM,,5
696,Tyrunt,,Rock Tomb,TM,,6
696,Tyrunt,,Hone Claws,TM,,7
696,Tyrunt,,Dragon Claw,37/TM,,8
696,Tyrunt,,Rock Slide,TM/Evo.,,9
696,Tyrunt,,Breaking Swipe,MR,,10
696,Tyrunt,,Earthquake,47/TM,,11
696,Tyrunt,,Head Smash,58,,12
696,Tyrunt,,Play Rough,TM,,13
696,Tyrunt,,Zen Headbutt,TM,,14
696,Tyrunt,,Fire Fang,Egg,,15
965,Varoom,,Assurance,10,,1
965,Varoom,,Sludge,13,,2
965,Varoom,,Screech,25,,3
965,Varoom,,Iron Head,28,,4
965,Varoom,,Shift Gear,Evo.,,5
965,Varoom,,Poison Jab,36/TM,,6
965,Varoom,,Zen Headbutt,TM,,7
965,Varoom,,Toxic,Egg,,8
543,Venipede,,Screech,8,,1
543,Venipede,,Protect,15,,2
543,Venipede,,Poison Tail,19,,3
543,Venipede,,Bug Bite,22,,4
543,Venipede,,Venoshock,28,,5
543,Venipede,,Baton Pass,Evo.,,6
543,Venipede,,Fury Cutter,MT,,7
543,Venipede,,Mortal Spin,MR,,8
543,Venipede,,Megahorn,MR!,,9
543,Venipede,,Earthquake,TM,,10
543,Venipede,,Poison Jab,TM,,11
543,Venipede,,Rock Slide,TM,,12
543,Venipede,,X-Scissor,TM,,13
543,Venipede,,Toxic Spikes,Egg,,14
100,Voltorb,Hisui,Thunder Shock,4,,1
100,Voltorb,Hisui,Screech,13,,2
100,Voltorb,Hisui,Taunt,TM,,3
100,Voltorb,Hisui,Charge Beam,16,,4
100,Voltorb,Hisui,Electro Ball,22,,5
100,Voltorb,Hisui,Energy Ball,29,,6
100,Voltorb,Hisui,Discharge,34,,7
100,Voltorb,Hisui,Giga Drain,TM,,8
37,Vulpix,Alola,Baby-Doll Eyes,9,,1
37,Vulpix,Alola,Ice Shard,10,,2
37,Vulpix,Alola,Icy Wind,15,,3
37,Vulpix,Alola,Dazzling Gleam,Evo.,,4
37,Vulpix,Alola,Ice Beam,36/TM,,5
37,Vulpix,Alola,Blizzard,42/TM,,6
37,Vulpix,Alola,Calm Mind,TM,,7
37,Vulpix,Alola,Dark Pulse,TM,,8
37,Vulpix,Alola,Freeze-Dry,Egg/48,,9
320,Wailmer,,Water Gun,7,,1
320,Wailmer,,Water Pulse,19,,2
320,Wailmer,,Surf,HM,,3
320,Wailmer,,Waterfall,HM,,4
320,Wailmer,,Water Spout,33,,5
320,Wailmer,,Heavy Slam,MR!,,6
320,Wailmer,,Earthquake,TM,,7
320,Wailmer,,Ice Beam,TM,,8
320,Wailmer,,Zen Headbutt,TM,,9
320,Wailmer,,Body Slam,Egg,,10
940,Wattrel,,Thunder Shock,4,,1
940,Wattrel,,Pluck,11,,2
940,Wattrel,,Roost,23,,3
940,Wattrel,,Dual Wingbeat,Evo.,,4
940,Wattrel,,Thunder,TM,,5
940,Wattrel,,Volt Switch,43,,6
940,Wattrel,,Discharge,48,,7
940,Wattrel,,Hurricane,55,,8
940,Wattrel,,Shock Wave,TM,,9
940,Wattrel,,Thunderbolt,TM,,10
940,Wattrel,,Air Slash,TM,,11
940,Wattrel,,Feather Dance,Egg,,12
13,Weedle,,Bug Bite,9,,1
13,Weedle,,Pounce,TM,,2
13,Weedle,,Thief,TM,,3
13,Weedle,,Toxic Spikes,29,,4
13,Weedle,,Poison Jab,35/TM,,5
13,Weedle,,Fell Stinger,44,,6
13,Weedle,,Brick Break,TM,,7
13,Weedle,,Bug Buzz,TM,,8
13,Weedle,,X-Scissor,TM,,9
278,Wingull,,Water Pulse,15,,1
278,Wingull,,Air Cutter,22,,2
278,Wingull,,Protect,Evo.,,3
278,Wingull,,Stockpile,33,,4
278,Wingull,,Surf,HM,,5
278,Wingull,,Hurricane,55,,6
278,Wingull,,Shock Wave,TM,,7
278,Wingull,,Air Slash,TM,,8
278,Wingull,,Ice Beam,TM,,9
278,Wingull,,Knock Off,Egg,,10
746,Wishiwashi,,Brine,14,,1
746,Wishiwashi,,Aqua Ring,17,,2
746,Wishiwashi,,Tearful Look,22,,3
746,Wishiwashi,,Dive,30,,4
746,Wishiwashi,,Surf,HM,,5
746,Wishiwashi,,Ice Beam,TM,,6
746,Wishiwashi,,Earthquake,TM,,7
746,Wishiwashi,,Flip Turn,TM,,8
746,Wishiwashi,,Muddy Water,Egg,,9
194,Wooper,Paldea,Mud Shot,1,,1
194,Wooper,Paldea,Toxic Spikes,12,,2
194,Wooper,Paldea,Yawn,21,,3
194,Wooper,Paldea,Poison Jab,24,,4
194,Wooper,Paldea,Surf,HM,,5
194,Wooper,Paldea,Waterfall,HM,,6
194,Wooper,Paldea,Earthquake,48/TM,,7
194,Wooper,Paldea,Zen Headbutt,TM,,8
194,Wooper,Paldea,Acid Spray,Egg,,9
835,Yamper,,Nuzzle,5,,1
835,Yamper,,Bite,10,,2
835,Yamper,,Spark,20,,3
835,Yamper,,Charm,26,,4
835,Yamper,,Crunch,34/TM,,5
835,Yamper,,Charge,41,,6
835,Yamper,,Play Rough,55/TM,,7
835,Yamper,,Flame Charge,Egg,,8
193,Yanma,,Air Cutter,14,,1
193,Yanma,,Sonic Boom,14,,2
193,Yanma,,Ancient Power,33,,3
193,Yanma,,U-turn,49,,4
193,Yanma,,Bug Buzz,54/TM,,5
193,Yanma,,Air Slash,57/TM,,6
193,Yanma,,Giga Drain,TM,,7
193,Yanma,,Psychic,TM,,8
193,Yanma,,Shadow Ball,TM,,9
193,Yanma,,Signal Beam,Egg,,10
263,Zigzagoon,,Snarl,9,,1
263,Zigzagoon,,Headbutt,12,,2
263,Zigzagoon,,Baby-Doll Eyes,15,,3
263,Zigzagoon,,Taunt,TM,,4
263,Zigzagoon,,Night Slash,Evo.,,5
263,Zigzagoon,,Hone Claws,MR,,6
263,Zigzagoon,,Obstruct,49,Obstagoon,7
263,Zigzagoon,,Bulk Up,TM,,8
263,Zigzagoon,,Facade,TM,,9
263,Zigzagoon,,Body Press,TM,Obstagoon,10
263,Zigzagoon,,Brick Break,TM,Obstagoon,11
263,Zigzagoon,,Fire Punch,TM,Obstagoon,12
263,Zigzagoon,,Ice Punch,TM,Obstagoon,13
263,Zigzagoon,,Seed Bomb,TM,,14
263,Zigzagoon,,Thunder Punch,TM,Obstagoon,15
263,Zigzagoon,,Knock Off,Egg,,16
570,Zorua,,Pursuit,5,,1
570,Zorua,,Thief,TM,,2
570,Zorua,,Taunt,25/TM,,3
570,Zorua,,U-turn,MR,,4
570,Zorua,,Nasty Plot,54,,5
570,Zorua,,Night Daze,MR!,,6
570,Zorua,,Calm Mind,TM,,7
570,Zorua,,Dark Pulse,TM,,8
570,Zorua,,Flamethrower,TM,,9
570,Zorua,,Shadow Ball,TM,,10
570,Zorua,,Sludge Bomb,TM,,11
570,Zorua,,Dark Pulse,Egg,,12
41,Zubat,,Wing Attack,13,,1
41,Zubat,,Air Cutter,19,,2
41,Zubat,,Steel Wing,TM,,3
41,Zubat,,Poison Fang,27,,4
41,Zubat,,Cross Poison,Evo.,,5
41,Zubat,,Screech,MR,,6
41,Zubat,,Leech Life,35,,7
41,Zubat,,Fly,HM,,8
41,Zubat,,Venoshock,43,,9
41,Zubat,,Dual Wingbeat,TM,,10
41,Zubat,,Giga Drain,TM,,11
41,Zubat,,Zen Headbutt,TM,,12
41,Zubat,,Feint Attack,Egg,,13
359,Absol,,Taunt,13,,1
359,Absol,,Bite,16,,2
359,Absol,,Double Team,19,,3
359,Absol,,Slash,22,,4
359,Absol,,Swords Dance,25,,5
359,Absol,,Night Slash,29,,6
359,Absol,,Detect,33,,7
359,Absol,,Psycho Cut,37,,8
359,Absol,,Sucker Punch,45,,9
359,Absol,,Perish Song,57,,10
594,Alomomola,,Water Sport,1,,1
594,Alomomola,,Aqua Ring,5,,2
594,Alomomola,,Aqua Jet,9,,3
594,Alomomola,,Heal Pulse,17,,4
594,Alomomola,,Protect,21,,5
594,Alomomola,,Water Pulse,25,,6
594,Alomomola,,Wake-Up Slap,29,,7
594,Alomomola,,Surf,HM,,8
594,Alomomola,,Soak,33,,9
594,Alomomola,,Wish,37,,10
594,Alomomola,,Brine,41,,11
594,Alomomola,,Safeguard,45,,12
594,Alomomola,,Whirlpool,49,,13
594,Alomomola,,Helping Hand,53,,14
594,Alomomola,,Healing Wish,57,,15
594,Alomomola,,Wide Guard,61,,16
594,Alomomola,,Hydro Pump,65,,17
594,Alomomola,,Flip Turn,TM,,18
962,Bombirdier,,Memento,1,,1
962,Bombirdier,,Hone Claws,1,,2
962,Bombirdier,,Thief,7,,3
962,Bombirdier,,Rock Throw,11,,4
962,Bombirdier,,Pluck,20,,5
962,Bombirdier,,Rock Tomb,29,,6
962,Bombirdier,,Payback,36,,7
962,Bombirdier,,Dual Wingbeat,42,,8
962,Bombirdier,,Rock Slide,47/TM,,9
962,Bombirdier,,Knock Off,53,,10
962,Bombirdier,,Parting Shot,60,,11
626,Bouffalant,,Pursuit,1,,1
626,Bouffalant,,Leer,1,,2
626,Bouffalant,,Rage,6,,3
626,Bouffalant,,Fury Attack,11,,4
626,Bouffalant,,Horn Attack,16,,5
626,Bouffalant,,Revenge,26,,6
626,Bouffalant,,Head Charge,31,,7
626,Bouffalant,,Megahorn,41,,8
626,Bouffalant,,Reversal,46,,9
626,Bouffalant,,Thrash,50,,10
626,Bouffalant,,Swords Dance,56,,11
626,Bouffalant,,Giga Impact,61,,12
455,Carnivine,,Bind,1,,1
455,Carnivine,,Growth,1,,2
455,Carnivine,,Bite,7,,3
455,Carnivine,,Vine Whip,11,,4
455,Carnivine,,Ingrain,21,,5
455,Carnivine,,Feint Attack,27,,6
455,Carnivine,,Leaf Tornado,31,,7
455,Carnivine,,Stockpile,37,,8
455,Carnivine,,Crunch,41,,9
455,Carnivine,,Power Whip,50,,10
764,Comfey,,Helping Hand,1,,1
764,Comfey,,Vine Whip,1,,2
764,Comfey,,Flower Shield,1,,3
764,Comfey,,Leech Seed,4,,4
764,Comfey,,Draining Kiss,7,,5
764,Comfey,,Growth,13,,6
764,Comfey,,Petal Blizzard,25,,7
764,Comfey,,Grass Knot,34,,8
764,Comfey,,Floral Healing,37,,9
764,Comfey,,Petal Dance,40,,10
764,Comfey,,Aromatherapy,43,,11
764,Comfey,,Play Rough,49,,12
615,Cryogonal,,Sheer Cold,1,,1
615,Cryogonal,,Night Slash,1,,2
615,Cryogonal,,Ice Shard,1,,3
615,Cryogonal,,Sharpen,1,,4
615,Cryogonal,,Rapid Spin,1,,5
615,Cryogonal,,Icy Wind,5,,6
615,Cryogonal,,Aurora Beam,13,,7
615,Cryogonal,,Ancient Power,21,,8
615,Cryogonal,,Ice Beam,25,,9
615,Cryogonal,,Light Screen,29,,10
615,Cryogonal,,Reflect,33,,11
615,Cryogonal,,Recover,45,,12
615,Cryogonal,,Freeze-Dry,49,,13
615,Cryogonal,,Solar Beam,50,,14
615,Cryogonal,,Night Slash,53,,15
615,Cryogonal,,Sheer Cold,57,,16
781,Dhelmise,,Switcheroo,1,,1
781,Dhelmise,,Absorb,1,,2
781,Dhelmise,,Growth,1,,3
781,Dhelmise,,Rapid Spin,1,,4
781,Dhelmise,,Astonish,1,,5
781,Dhelmise,,Mega Drain,5,,6
781,Dhelmise,,Gyro Ball,14,,7
781,Dhelmise,,Metal Sound,18,,8
781,Dhelmise,,Giga Drain,23,,9
781,Dhelmise,,Whirlpool,27,,10
781,Dhelmise,,Anchor Shot,32,,11
781,Dhelmise,,Shadow Ball,36,,12
781,Dhelmise,,Energy Ball,41,,13
781,Dhelmise,,Heavy Slam,50,,14
781,Dhelmise,,Phantom Force,54,,15
781,Dhelmise,,Power Whip,59,,16
780,Drampa,,Play Nice,1,,1
780,Drampa,,Echoed Voice,1,,2
780,Drampa,,Twister,5,,3
780,Drampa,,Protect,9,,4
780,Drampa,,Glare,13,,5
780,Drampa,,Light Screen,17,,6
780,Drampa,,Dragon Breath,21,,7
780,Drampa,,Dragon Breath,29,,8
780,Drampa,,Surf,HM,,9
780,Drampa,,Extrasensory,37,,10
780,Drampa,,Dragon Pulse,41,,11
780,Drampa,,Fly,45,,12
780,Drampa,,Hyper Voice,49,,13
780,Drampa,,Outrage,53,,14
632,Durant,,Sand Attack,1,,1
632,Durant,,Fury Cutter,1,,2
632,Durant,,Bite,1,,3
632,Durant,,Agility,6,,4
632,Durant,,Metal Claw,11,,5
632,Durant,,Bug Bite,16,,6
632,Durant,,Crunch,21,,7
632,Durant,,Iron Head,26,,8
632,Durant,,Dig,31,,9
632,Durant,,X-Scissor,41,,10
632,Durant,,Iron Defense,46,,11
632,Durant,,Guillotine,51,,12
632,Durant,,Metal Sound,56,,13
870,Falinks,,Tackle,1,,1
870,Falinks,,Protect,1,,2
870,Falinks,,Rock Smash,5,,3
870,Falinks,,Focus Energy,10,,4
870,Falinks,,Headbutt,15,,5
870,Falinks,,Bulk Up,20,,6
870,Falinks,,Endure,25,,7
870,Falinks,,Reversal,30,,8
870,Falinks,,First Impression,35,,9
870,Falinks,,No Retreat,40,,10
870,Falinks,,Iron Defense,45,,11
870,Falinks,,Close Combat,50,,12
870,Falinks,,Megahorn,55,,13
870,Falinks,,Counter,60,,14
701,Hawlucha,,Detect,1,,1
701,Hawlucha,,Hone Claws,1,,2
701,Hawlucha,,Karate Chop,4,,3
701,Hawlucha,,Wing Attack,8,,4
701,Hawlucha,,Roost,12,,5
701,Hawlucha,,Aerial Ace,16,,6
701,Hawlucha,,Encore,20,,7
701,Hawlucha,,Fling,24,,8
701,Hawlucha,,Flying Press,28,,9
701,Hawlucha,,Bounce,32,,10
701,Hawlucha,,Feather Dance,40,,11
701,Hawlucha,,High Jump Kick,44,,12
701,Hawlucha,,Sky Attack,48,,13
701,Hawlucha,,Sky Drop,55,,14
631,Heatmor,,Lick,1,,1
631,Heatmor,,Hone Claws,1,,2
631,Heatmor,,Incinerate,1,,3
631,Heatmor,,Fire Spin,16,,4
631,Heatmor,,Flame Burst,31,,5
631,Heatmor,,Bug Bite,36,,6
631,Heatmor,,Fire Lash,44,,7
631,Heatmor,,Amnesia,47,,8
631,Heatmor,,Flamethrower,50,,9
631,Heatmor,,Stockpile,56,,10
631,Heatmor,,Flare Blitz,61,,11
631,Heatmor,,Inferno,66,,12
214,Heracross,,Arm Thrust,1,,1
214,Heracross,,Bullet Seed,1,,2
214,Heracross,,Night Slash,1,,3
214,Heracross,,Leer,1,,4
214,Heracross,,Horn Attack,1,,5
214,Heracross,,Endure,1,,6
214,Heracross,,Aerial Ace,10,,7
214,Heracross,,Chip Away,16,,8
214,Heracross,,Counter,19,,9
214,Heracross,,Brick Break,28,,10
214,Heracross,,Pin Missile,31,,11
214,Heracross,,Take Down,34,,12
214,Heracross,,Megahorn,37,,13
214,Heracross,,Facade,TM,,14
214,Heracross,,Close Combat,43,,15
214,Heracross,,Reversal,46,,16
115,Kangaskhan,,Comet Punch,1,,1
115,Kangaskhan,,Leer,1,,2
115,Kangaskhan,,Fake Out,7,,3
115,Kangaskhan,,Tail Whip,10,,4
115,Kangaskhan,,Bite,13,,5
115,Kangaskhan,,Double Hit,19,,6
115,Kangaskhan,,Mega Punch,25,,7
115,Kangaskhan,,Chip Away,31,,8
115,Kangaskhan,,Dizzy Punch,34,,9
115,Kangaskhan,,Crunch,37,,10
115,Kangaskhan,,Outrage,46,,11
115,Kangaskhan,,Sucker Punch,49,,12
115,Kangaskhan,,Reversal,50,,13
131,Lapras,,Sing,1,,1
131,Lapras,,Confuse Ray,7,,2
131,Lapras,,Ice Shard,10,,3
131,Lapras,,Water Pulse,14,,4
131,Lapras,,Body Slam,18,,5
131,Lapras,,Rain Dance,22,,6
131,Lapras,,Perish Song,27,,7
131,Lapras,,Ice Beam,32,,8
131,Lapras,,Surf,HM,,9
131,Lapras,,Brine,37,,10
131,Lapras,,Safeguard,43,,11
131,Lapras,,Hydro Pump,47,,12
131,Lapras,,Sheer Cold,50,,13
241,Miltank,,Growl,3,,1
241,Miltank,,Defense Curl,5,,2
241,Miltank,,Stomp,8,,3
241,Miltank,,Milk Drink,11,,4
241,Miltank,,Rollout,19,,5
241,Miltank,,Body Slam,24,,6
241,Miltank,,Zen Headbutt,29,,7
241,Miltank,,Captivate,35,,8
241,Miltank,,Gyro Ball,41,,9
241,Miltank,,Heal Bell,48,,10
241,Miltank,,Wake-Up Slap,50,,11
241,Miltank,,High Horsepower,55,,12
778,Mimikyu,,Wood Hammer,1,,1
778,Mimikyu,,Astonish,1,,2
778,Mimikyu,,Copycat,1,,3
778,Mimikyu,,Double Team,5,,4
778,Mimikyu,,Baby-Doll Eyes,10,,5
778,Mimikyu,,Shadow Sneak,14,,6
778,Mimikyu,,Mimic,19,,7
778,Mimikyu,,Feint Attack,23,,8
778,Mimikyu,,Charm,28,,9
778,Mimikyu,,Slash,32,,10
778,Mimikyu,,Shadow Claw,37,,11
778,Mimikyu,,Hone Claws,41,,12
778,Mimikyu,,Play Rough,46,,13
127,Pinsir,,Vise Grip,1,,1
127,Pinsir,,Focus Energy,1,,2
127,Pinsir,,Bind,4,,3
127,Pinsir,,Seismic Toss,8,,4
127,Pinsir,,Harden,11,,5
127,Pinsir,,Revenge,15,,6
127,Pinsir,,Vital Throw,18,,7
127,Pinsir,,Brick Break,26,,8
127,Pinsir,,X-Scissor,29,,9
127,Pinsir,,Submission,33,,10
127,Pinsir,,Storm Throw,36,,11
127,Pinsir,,Swords Dance,40,,12
127,Pinsir,,Thrash,43,,13
127,Pinsir,,Superpower,47,,14
127,Pinsir,,Guillotine,50,,15
369,Relicanth,,Flail,1,,1
369,Relicanth,,Head Smash,1,,2
369,Relicanth,,Harden,1,,3
369,Relicanth,,Mud Sport,6,,4
369,Relicanth,,Rock Tomb,15,,5
369,Relicanth,,Ancient Power,21,,6
369,Relicanth,,Dive,26,,7
369,Relicanth,,Take Down,31,,8
369,Relicanth,,Yawn,35,,9
369,Relicanth,,Rest,41,,10
369,Relicanth,,Waterfall,HM,,11
369,Relicanth,,Double-Edge,50,,12
369,Relicanth,,Head Smash,56,,13
336,Seviper,,Swagger,1,,1
336,Seviper,,Bite,4,,2
336,Seviper,,Lick,6,,3
336,Seviper,,Poison Tail,9,,4
336,Seviper,,Screech,14,,5
336,Seviper,,Venoshock,16,,6
336,Seviper,,Glare,19,,7
336,Seviper,,Poison Fang,21,,8
336,Seviper,,Venom Drench,24,,9
336,Seviper,,Breaking Swipe,24,,10
336,Seviper,,Night Slash,26,,11
336,Seviper,,Poison Jab,31,,12
336,Seviper,,Swords Dance,36,,13
336,Seviper,,Crunch,39,,14
336,Seviper,,Belch,41,,15
336,Seviper,,Coil,44,,16
336,Seviper,,Wring Out,46,,17
227,Skarmory,,Leer,1,,1
227,Skarmory,,Sand Attack,6,,2
227,Skarmory,,Metal Claw,9,,3
227,Skarmory,,Air Cutter,12,,4
227,Skarmory,,Swift,23,,5
227,Skarmory,,Spikes,28,,6
227,Skarmory,,Steel Wing,34,,7
227,Skarmory,,Metal Sound,42,,8
227,Skarmory,,Autotomize,50,,9
227,Skarmory,,Night Slash,53,,10
874,Stonjourner,,Block,1,,1
874,Stonjourner,,Rock Polish,6,,2
874,Stonjourner,,Rock Tomb,12,,3
874,Stonjourner,,Gravity,18,,4
874,Stonjourner,,Stomp,24,,5
874,Stonjourner,,Stealth Rock,30,,6
874,Stonjourner,,Rock Slide,36,,7
874,Stonjourner,,Body Slam,42,,8
874,Stonjourner,,Heavy Slam,54,,9
874,Stonjourner,,Stone Edge,60,,10
874,Stonjourner,,Mega Kick,66,,11
777,Togedemaru,,Thunder Shock,1,,1
777,Togedemaru,,Defense Curl,5,,2
777,Togedemaru,,Rollout,9,,3
777,Togedemaru,,Charge,13,,4
777,Togedemaru,,Spark,17,,5
777,Togedemaru,,Nuzzle,21,,6
777,Togedemaru,,Magnet Rise,25,,7
777,Togedemaru,,Discharge,29,,8
777,Togedemaru,,Zing Zap,33,,9
777,Togedemaru,,Wild Charge,41,,10
777,Togedemaru,,Pin Missile,45,,11
777,Togedemaru,,Spiky Shield,49,,12
777,Togedemaru,,Fell Stinger,53,,13
324,Torkoal,,Smog,4,,1
324,Torkoal,,Withdraw,7,,2
324,Torkoal,,Rapid Spin,10,,3
324,Torkoal,,Fire Spin,13,,4
324,Torkoal,,Smokescreen,15,,5
324,Torkoal,,Flame Wheel,18,,6
324,Torkoal,,Curse,22,,7
324,Torkoal,,Lava Plume,25,,8
324,Torkoal,,Body Slam,27,,9
324,Torkoal,,Protect,30,,10
324,Torkoal,,Flamethrower,34,,11
324,Torkoal,,Iron Defense,38,,12
324,Torkoal,,Amnesia,40,,13
324,Torkoal,,Heat Wave,45,,14
324,Torkoal,,Shell Smash,47,,15
324,Torkoal,,Inferno,50,,16
357,Tropius,,Leer,1,,1
357,Tropius,,Gust,1,,2
357,Tropius,,Growth,1,,3
357,Tropius,,Razor Leaf,1,,4
357,Tropius,,Stomp,10,,5
357,Tropius,,Magical Leaf,16,,6
357,Tropius,,Leaf Tornado,26,,7
357,Tropius,,Air Slash,36,,8
357,Tropius,,Body Slam,41,,9
357,Tropius,,Synthesis,50,,10
357,Tropius,,Solar Beam,56,,11
357,Tropius,,Leaf Storm,61,,12
776,Turtonator,,Explosion,1,,1
776,Turtonator,,Smog,5,,2
776,Turtonator,,Protect,9,,3
776,Turtonator,,Incinerate,13,,4
776,Turtonator,,Flail,17,,5
776,Turtonator,,Flamethrower,29,,6
776,Turtonator,,Body Slam,33,,7
776,Turtonator,,Shell Smash,37,,8
776,Turtonator,,Dragon Pulse,41,,9
776,Turtonator,,Shell Trap,45,,10
776,Turtonator,,Overheat,49/TM,,11
335,Zangoose,,Leer,1,,1
335,Zangoose,,Quick Attack,5,,2
335,Zangoose,,Fury Cutter,8,,3
335,Zangoose,,Pursuit,12,,4
335,Zangoose,,Hone Claws,15,,5
335,Zangoose,,Slash,19,,6
335,Zangoose,,Revenge,22,,7
335,Zangoose,,Crush Claw,26,,8
335,Zangoose,,Detect,36,,9
335,Zangoose,,X-Scissor,40,,10
335,Zangoose,,Facade,TM,,11
335,Zangoose,,Taunt,43,,12
335,Zangoose,,Swords Dance,47,,13
335,Zangoose,,Close Combat,50,,14
